thing_id, file_id, file, license, link
3048287,5235970,./5235970.stl,Creative Commons - Attribution,https://cdn.thingiverse.com/assets/0d/ed/11/db/11/batterymount.stl
3047575,5234408,./5234408.stl,Creative Commons - Attribution,https://cdn.thingiverse.com/assets/6d/d6/5a/53/e2/dremel_router_guide2_high.stl
3486647,6196601,./6196601.stl,Creative Commons - Attribution,https://cdn.thingiverse.com/assets/7d/3c/50/34/32/holder2_light.stl
3587072,6410507,./6410507.stl,Creative Commons - Attribution,https://cdn.thingiverse.com/assets/ae/3c/70/d6/ea/handle2.stl
3105185,5362556,./5362556.stl,Creative Commons - Attribution,https://cdn.thingiverse.com/assets/b2/00/ea/07/c6/lcd_holder.stl
3859288,7003475,./7003475.stl,Creative Commons - Attribution,https://cdn.thingiverse.com/assets/70/09/16/2f/7b/shaft_nut.stl
3819784,6942552,./6942552.stl,Creative Commons - Attribution,https://cdn.thingiverse.com/assets/8f/86/65/02/ed/guard.stl
13367,43570,./43570.stl,Creative Commons - Attribution - Non-Commercial,https://cdn.thingiverse.com/assets/b2/d7/55/df/8d/soporte_ventilador_split_a.stl
13367,43571,./43571.stl,Creative Commons - Attribution - Non-Commercial,https://cdn.thingiverse.com/assets/15/24/7b/57/8f/soporte_ventilador_split_b.stl
2338767,3729146,./3729146.stl,Creative Commons - Attribution,https://cdn.thingiverse.com/assets/54/83/dd/51/2d/lock.stl
165741,317631,./317631.stl,Creative Commons - Attribution,https://cdn.thingiverse.com/assets/7d/13/85/ce/f7/InterchangeablePlug-EU.stl
3523883,6275445,./6275445.stl,Creative Commons - Attribution,https://cdn.thingiverse.com/assets/f4/fe/ef/e2/b4/holder.stl
1737033,2705141,./2705141.stl,Creative Commons - Attribution,https://cdn.thingiverse.com/assets/b4/db/1b/9b/d3/Holder.stl
3099905,5350914,./5350914.stl,Creative Commons - Attribution,https://cdn.thingiverse.com/assets/6d/df/3e/eb/ce/holder.stl
2786375,4623647,./4623647.stl,Creative Commons - Attribution,https://cdn.thingiverse.com/assets/c9/27/3b/7f/b3/cap.stl
2786375,4623648,./4623648.stl,Creative Commons - Attribution,https://cdn.thingiverse.com/assets/d2/b9/a3/25/03/spring_extender.stl
3352387,5892165,./5892165.stl,Creative Commons - Attribution - Share Alike,https://cdn.thingiverse.com/assets/e5/fd/bd/43/b9/gamebit_screwdriver.stl
